quasi_iter,n_func_evals,nonlinear_residual,update_norm,linear_residual,pde_loss,ic_loss,bc_loss,total_loss,wall_time
0,0,38.44,0.0,0.0,38.44,0.0,0.0,38.44,3.790855407714844e-05
1,1,0.7200218446891868,1.0,0.0,0.6564495423146848,0.0,0.006357230237450201,0.7200218446891868,0.0015933513641357422
2,2,0.20780022287306982,0.09081110091231506,0.0,0.13087939242859112,0.0,0.007692083044447869,0.20780022287306982,0.0020732879638671875
