quasi_iter,n_func_evals,nonlinear_residual,update_norm,linear_residual,pde_loss,ic_loss,bc_loss,total_loss,wall_time
0,0,5.192341638148777,0.0,0.0,0.0,0.5192341638148777,0.0,5.192341638148777,0.0005948543548583984
1,1,0.3437961182119004,1.0,0.0,0.3437961182118462,5.424954999351723e-15,2.54532636122464e-32,0.3437961182119004,0.04092216491699219
2,2,0.0018878194398905248,0.7308383964699734,0.0,0.0018878194370705312,2.8199935541486357e-13,1.314335245586742e-32,0.0018878194398905248,0.07872533798217773
3,3,1.8842137902097267e-05,0.49700849827541094,0.0,1.8837560577911896e-05,4.577324185371398e-10,1.2473752848183476e-32,1.8842137902097267e-05,0.1159970760345459
