iteration,n_func_evals,loss,pde_loss,ic_loss,bc_loss,wall_time
0,0,5.138862168613243,0.00048658156256155846,0.5135528754722428,0.00028468323282533793,0.0024759769439697266
1,2,4.6566099265401775,0.00297382296780724,0.43776168558064876,0.027601924776588224,0.030027151107788086
2,4,4.622158122789681,0.005041482440555516,0.4124596506112259,0.04925201342368671,0.05503249168395996
3,6,4.596799733857004,0.0049435798484164595,0.4117109924839261,0.04747462291693267,0.08176469802856445
4,8,4.578679311344614,0.0047199894971935675,0.4113896597907844,0.046006272393957735,0.10798883438110352
5,10,4.494722385998725,0.004748144423947393,0.40433098914147436,0.04466643501600342,0.13574552536010742
6,12,4.3300827638322055,0.011659941967410896,0.3803202222906234,0.051522059895855996,0.16257667541503906
7,14,4.041562983689314,0.07782222660134941,0.30885603997632055,0.08751803573247594,0.18816685676574707
8,16,3.9587859263045626,0.06852494079765971,0.34074007888331576,0.04828601966737454,0.2124333381652832
9,18,3.882339043769943,0.06125882330769216,0.33248757271592383,0.04962044933030127,0.239152193069458
10,20,3.5952658566611584,0.14421784368910667,0.2790128381277067,0.06609196316949845,0.26471567153930664
11,22,3.501854730711346,0.18703181249933146,0.27257337969743894,0.05890891212376251,0.2904849052429199
12,24,3.4011419433464525,0.16269835966168136,0.26256112707076146,0.06128323129771563,0.3173966407775879
13,26,3.0815607822521764,0.1895211156244799,0.2294647048516221,0.05973926181114754,0.34511470794677734
14,30,2.685211987029888,0.21217392234447932,0.19683626450766148,0.050467541960879395,0.3992733955383301
15,33,2.4274740106390977,0.2136793545586934,0.16349733169256184,0.05788213391547861,0.4390103816986084
16,35,1.3111478458888803,0.27495126006139264,0.0674261022121037,0.03619355637064506,0.4680619239807129
17,38,1.1055275305276777,0.3638818712257612,0.058347303320095065,0.015817262610096583,0.5072238445281982
18,41,1.0101154005056885,0.41328741324664375,0.04299507834059381,0.01668772038531067,0.5457422733306885
19,43,0.9962139793118063,0.3637722849595255,0.04209877549796903,0.021145393937259054,0.571012020111084
20,45,0.9716432378634178,0.3483707328943011,0.04268766705292352,0.019639583443988154,0.5989108085632324
21,47,0.8974333810283626,0.3144215296345774,0.04250077554599277,0.015800409593385738,0.6253061294555664
22,49,0.8069924372166628,0.23965429877652766,0.043635011019718624,0.013098802824294889,0.6521420478820801
23,51,0.6206408319562011,0.16526919759015513,0.033406381227894036,0.012130782208710573,0.6792936325073242
24,53,0.5071997157481066,0.12928773724460518,0.02459110712496442,0.013200090725385721,0.7099556922912598
25,55,0.4841795662057412,0.1614527367438071,0.022889769981747788,0.009382912964445624,0.7380537986755371
26,57,0.46366401302312166,0.13929620288154135,0.020263983452030346,0.012172797562127682,0.7665038108825684
27,59,0.4571684443831035,0.1369632150201562,0.020586332460919583,0.011434190475375146,0.7985489368438721
28,61,0.44376919876526133,0.1286517494008842,0.020743878236787187,0.010767866699650522,0.8256726264953613
29,63,0.42254610226035405,0.11296118272602902,0.02069985180645081,0.01025864014698169,0.8543174266815186
30,65,0.39916001839629833,0.10123378940739879,0.019991961953984495,0.00980066094490546,0.8846313953399658
31,67,0.3811417002734244,0.11002821211120435,0.017474507382601253,0.00963684143362075,0.9158198833465576
32,69,0.3731514307230811,0.10507738581735146,0.018017727908799155,0.008789676581773813,0.946368932723999
33,71,0.3688105066588303,0.1050203683235721,0.01837594254543508,0.008003071288090738,0.9781091213226318
34,73,0.36079991292000835,0.10355713575416206,0.018558235863086348,0.0071660418534982805,1.0086417198181152
35,75,0.34724221369105945,0.10091026407684373,0.01811963009148431,0.006513564869937257,1.0437743663787842
36,77,0.3155647762953421,0.09068830219460088,0.015127350949325154,0.007360296460748967,1.07340669631958
37,79,0.3080335940674114,0.1012043021337641,0.013936842196708342,0.006746086996656386,1.1048362255096436
38,81,0.30255783652426327,0.0770744426053292,0.013062265233157606,0.0094860741587358,1.142244815826416
39,83,0.29719704750362697,0.08581063288670035,0.013353796881089645,0.007784844580603022,1.1733336448669434
40,85,0.29635218962807014,0.0849298406271728,0.013169349628899773,0.007972885271189958,1.204529047012329
41,87,0.29197776167492556,0.07963355202663051,0.01242529320058674,0.008809127764242766,1.2326667308807373
42,89,0.285740537541299,0.07204809533326353,0.011959452662841054,0.009409791557962493,1.266909122467041
43,91,0.2722115918558463,0.05559864270223323,0.012423290746658685,0.009238004168702622,1.29921293258667
44,93,0.2628108430013728,0.05121014444140728,0.012999421244501009,0.008160648611495545,1.33343505859375
45,95,0.25938402002297933,0.05382410313341859,0.013589713638547779,0.006966278050408293,1.3643903732299805
46,97,0.25681011013357424,0.06038622400826221,0.013076920889471566,0.006565467723059637,1.4000201225280762
47,99,0.2542131851759806,0.057696379637846164,0.013498933313154831,0.006152747240658614,1.435431718826294
48,101,0.2516578765705091,0.05928700317260436,0.013345335966251756,0.005891751373538714,1.4692909717559814
49,103,0.24755777173700017,0.06286799491264314,0.013045111042368308,0.005423866640067394,1.5007870197296143
50,105,0.24410077491683327,0.0628897524587684,0.013102877641187357,0.005018224604619129,1.540919303894043
51,107,0.23151122844182287,0.06516797945295515,0.013040038935359767,0.0035942859635270047,1.5756421089172363
52,109,0.22301366926172125,0.06537315553951116,0.012483587690883669,0.0032804636813373415,1.6096067428588867
53,111,0.20898975045042195,0.07315366820240875,0.010420824310190382,0.0031627839146109384,1.6433091163635254
54,113,0.20209689405225717,0.0782660756643279,0.009050359922785975,0.0033327219160069533,1.6756079196929932
55,115,0.19520733711678628,0.08620892936837171,0.007452337340856759,0.003447503433984698,1.708329200744629
56,117,0.19324296550173012,0.08985247311765648,0.006986284740307283,0.0033527644981000805,1.745805263519287
57,119,0.18842087995960277,0.09014654718556318,0.006604680478433154,0.0032227527989708033,1.7806220054626465
58,121,0.18651380894868494,0.08538698546106045,0.006930305888272086,0.0031823764604903618,1.8127505779266357
59,123,0.1859431991353051,0.08732313908777492,0.0067957217894132295,0.0030662842153397906,1.8505902290344238
60,125,0.18547039794287085,0.08476909270114386,0.006986429049658799,0.0030837014745139,1.8841583728790283
61,127,0.18459676318434726,0.08468046166937546,0.006864619041454105,0.003127011110043077,1.922271728515625
62,129,0.18310731516028758,0.08322132203764626,0.00676220868931135,0.0032263906229527814,1.9587829113006592
63,131,0.18178774221627134,0.0823966187562213,0.006729358994983587,0.003209753351021416,1.9957249164581299
64,133,0.1763887892328704,0.0783094851205574,0.006960070943841822,0.00284785946738948,2.0325534343719482
65,135,0.17090855243231787,0.07602828414913658,0.007053582946609729,0.0024344438817083987,2.0662777423858643
66,137,0.1657783249903298,0.06986005386681522,0.00769525958314364,0.001896567529207816,2.104010820388794
67,139,0.16100838050974192,0.06514838136148661,0.007555330142372515,0.002030669772453018,2.144587755203247
68,141,0.15869744542559322,0.06429660848331203,0.007231206961220311,0.0022088767330078066,2.1797378063201904
69,143,0.1576517621872417,0.06343236439939272,0.007088115018622327,0.0023338247601625717,2.2157912254333496
70,145,0.1571603825584466,0.06361360372598789,0.0069826759768461845,0.0023720019063996883,2.254735231399536
71,147,0.156083338937204,0.06370496809307195,0.006799343488604678,0.0024384935958085266,2.295285224914551
72,149,0.15287239033432004,0.06427682501707753,0.006323000913309349,0.0025365556184149037,2.3289220333099365
73,151,0.14685702938827871,0.06644558149753944,0.005474005848234562,0.002567138940839365,2.3671302795410156
74,153,0.14007140889196767,0.0694878591843926,0.004551944358185273,0.0025064106125722335,2.4077961444854736
75,155,0.13482907404269012,0.06787984010275248,0.00433600046450683,0.002358922929486934,2.449101209640503
76,157,0.1304342902206259,0.06759773934157276,0.004162250749082898,0.002121404338822414,2.487715721130371
77,160,0.12815890405498828,0.06584019025111365,0.004351370153115108,0.001880501227272355,2.5366363525390625
78,162,0.127037969847715,0.06682381581496406,0.004163921927532133,0.001857493475742962,2.5738096237182617
79,164,0.12625190079195303,0.0673157068098913,0.003963657152168544,0.0019299622460376298,2.6128501892089844
80,166,0.12486740109597791,0.0672467093682993,0.0038878407188482566,0.0018742284539196047,2.6541905403137207
81,168,0.11872912497569749,0.06535849290868177,0.003697155258098215,0.0016399079486033564,2.695141315460205
82,170,0.11453885528779476,0.06251888100464363,0.0036514426910641377,0.0015505547372509753,2.7343225479125977
83,172,0.11175878772803313,0.05867607154704803,0.0038863574770899895,0.0014219141410085202,2.773118019104004
84,174,0.11015581735821696,0.05701070958580911,0.003919617767570473,0.0013948930096703126,2.813262939453125
85,176,0.10925461914879665,0.055201943799365445,0.0039754482817144195,0.001429819253228701,2.854306697845459
86,178,0.10831014297566523,0.05334752852277328,0.004179093590809087,0.0013171678544801075,2.89304256439209
87,180,0.10782414443116109,0.05388865508576928,0.004102884559719967,0.0012906643748192138,2.933756113052368
88,182,0.10737933479675345,0.0548023790723884,0.00398792340612088,0.001269772166315625,2.9731457233428955
89,184,0.10713240636316174,0.055331991660702434,0.0039166711389256505,0.0012633703313202794,3.013929843902588
90,186,0.10667029319607763,0.0557767740312862,0.003835208262813593,0.0012541436536655495,3.0567023754119873
91,188,0.10556350428017094,0.055956212211889594,0.003730069822578708,0.0012306593842494275,3.097080707550049
92,190,0.1040984187637736,0.05490305068046821,0.0036973761498521837,0.0012221606584783544,3.140434980392456
93,192,0.10178188515476579,0.05253332337357625,0.003702946944221375,0.0012219092338975781,3.1823439598083496
94,194,0.09948241890217599,0.047760388368346174,0.003893343429740841,0.0012788596236421397,3.225145101547241
95,196,0.09814629823907045,0.045624473842839616,0.003952403117508706,0.0012997793221143786,3.267625331878662
96,198,0.09706302331131816,0.04560267059812171,0.0038457743517111074,0.001300260919608539,3.3103199005126953
97,200,0.09583471955404912,0.046722148716798154,0.003641385750823046,0.0012698713329020507,3.35076904296875
98,202,0.09504090265445383,0.04700222274175767,0.0035397277344437917,0.001264140256825824,3.391897439956665
99,204,0.09254081477593112,0.048506590848900646,0.0031713506191829986,0.0012320717735200498,3.4332664012908936
100,206,0.0913900385831187,0.049371978740614844,0.0029858947533325138,0.0012159112309178708,3.475351572036743
101,208,0.09100614366627816,0.050509731273370766,0.0028653101642651664,0.0011843310750255726,3.5153682231903076
102,210,0.09085674160951068,0.05073170258681573,0.0028423848537150846,0.0011701190485544095,3.562627077102661
103,212,0.09066380288570261,0.050443492144785294,0.002890196434127411,0.0011318346399643213,3.6043002605438232
104,214,0.09039858041757046,0.04967691325026967,0.0029658624160434645,0.001106304300686615,3.6450464725494385
105,216,0.08995676933853795,0.0488421567764362,0.0030048470776589675,0.001106614178551208,3.6891701221466064
106,218,0.08756822519126886,0.045229621157358374,0.003106045628857458,0.0011278147745335911,3.733428478240967
107,220,0.08631402757272957,0.045356958922039274,0.002946934139312253,0.001148772725756777,3.775770902633667
108,222,0.08545817879124831,0.046340000644417075,0.002763309311477161,0.0011485085032059616,3.826216697692871
109,224,0.08512547631115988,0.04713017099156146,0.0026120874968533925,0.0011874430351064503,3.877378225326538
110,226,0.08492158046159098,0.047734607416920594,0.002569713511757699,0.0011489837927093408,3.9200150966644287
111,228,0.08485384997963932,0.0478701902381109,0.0025514242192632825,0.0011469417548895593,3.963972330093384
112,230,0.08476804987180635,0.04798046697013414,0.0025341912315271966,0.0011445670586400247,4.006386756896973
113,232,0.08468239048791258,0.047880776212191625,0.002536612411417621,0.001143549016154475,4.047203540802002
114,234,0.08455636948025581,0.047654045148740366,0.002543122714968888,0.001147109718182657,4.092699766159058
115,236,0.08432505408875743,0.047187556958318916,0.002566673489304446,0.001147076223739405,4.136102914810181
116,238,0.08376204642711924,0.0465947956062755,0.002577156996983331,0.0011395680851010409,4.181046724319458
