iteration,n_func_evals,loss,pde_loss,ic_loss,bc_loss,wall_time
0,0,4.841291013868034,0.0,0.4841291013868034,0.0,0.016582965850830078
1,3,3.741013207421915,0.8244241914155593,0.29165890160063557,5.713996473783149e-34,0.05027961730957031
2,5,3.3040580406042057,1.706395701466325,0.15976623391378805,6.019579190663486e-34,0.07486534118652344
3,7,2.8712039010737542,1.135227729805458,0.1735976171268296,4.920439946983781e-34,0.09927821159362793
4,9,2.764254248361605,0.9969562964922635,0.17672979518693413,5.0640739617557485e-34,0.12348699569702148
5,11,2.6449058204298197,0.9784472595390165,0.16664585608908034,6.004015104067661e-34,0.14229917526245117
6,13,2.4802297842029946,1.0733618773205507,0.1406867906882444,1.0972301547844059e-33,0.1492311954498291
7,15,2.417613389043125,1.2381676756509714,0.11794457133921533,2.463657590135223e-33,0.15580034255981445
8,17,2.276892300053285,1.161889653141263,0.11150026469120221,2.6900477689797496e-33,0.16251564025878906
9,19,2.199012647346177,1.1293000844969705,0.10697125628492063,3.1609620430995976e-33,0.16740632057189941
10,21,2.106655435993611,1.1058225978603704,0.10008328381332404,4.370307157024048e-33,0.17328429222106934
11,23,1.9677207577203515,1.0839842989057455,0.0883736458814606,6.883141799747618e-33,0.17986512184143066
12,25,1.796568152860466,1.080224591992799,0.07163435608676669,1.201384415240267e-32,0.18548178672790527
13,27,1.7279933772715395,1.1640249152116513,0.05639684620598882,1.5783758844657524e-32,0.19076824188232422
14,29,1.610125837823984,1.0035790274937824,0.06065468103302018,1.3681209427593937e-32,0.1965177059173584
15,31,1.5670894343421486,0.9679100849936516,0.05991793493484969,1.3075822415349752e-32,0.20488739013671875
16,33,1.501878713897281,0.9387455734267888,0.056313314047049215,1.293573533801284e-32,0.2124173641204834
17,35,1.3945217821461147,0.9010650595981008,0.04934567225480138,1.2998247821541404e-32,0.219498872756958
18,37,1.3601936013093194,0.999887801131523,0.03603058001777963,1.5376817346556112e-32,0.23000144958496094
19,39,1.2372672766586872,0.8669368901389134,0.03703303865197738,1.4932058501919186e-32,0.23716330528259277
20,41,1.1938432050702246,0.8320778299399316,0.0361765375130293,1.4979482773761186e-32,0.24486470222473145
21,43,1.1406340853869832,0.8041363138611446,0.033649777152583854,1.4977341202635266e-32,0.25310373306274414
22,45,1.0504670899880166,0.7627588080169353,0.028770828197108134,1.445296866616278e-32,0.2626833915710449
23,48,1.0047443733240016,0.7536325868660563,0.025111178645794537,1.4144490141348221e-32,0.2713584899902344
24,50,0.9218901510761395,0.7126905922824592,0.02091995587936803,1.317779055361965e-32,0.28236913681030273
