iteration,n_func_evals,loss,pde_loss,ic_loss,bc_loss,wall_time
0,0,24.10538294968867,24.10538292879356,1.4395843600811834e-11,2.0751150935285494e-09,0.0014147758483886719
1,2,15.980509127112253,15.777798463048711,0.0036239498905346005,0.01664711651581968,0.006305217742919922
2,4,12.114142987566012,11.80596045745992,0.004850440431834328,0.02596781257877483,0.01130533218383789
3,6,10.725682821631237,10.393029773005283,0.005028495028646086,0.028236809833949283,0.0174863338470459
4,8,9.747566039305578,9.307273554759004,0.006654764037625256,0.037374484417032186,0.022516250610351562
5,10,8.615361725597685,8.02009065279756,0.010127728523002276,0.049399378757010316,0.027755022048950195
6,12,7.201327128187487,6.585923962573052,0.011104318491362494,0.05043599807008107,0.03379416465759277
7,14,5.7680643320338545,5.191723190170941,0.011601475530504734,0.04603263865578657,0.03968000411987305
8,16,4.832144299007889,4.290577819937127,0.01136315941216181,0.042793488494914406,0.046125173568725586
9,18,4.386196368185341,3.894979356703978,0.011156834187365784,0.03796486696077048,0.052019596099853516
10,20,3.214867668298595,2.7374985253410045,0.011137281364810325,0.03659963293094874,0.058027029037475586
11,22,2.924496661422726,2.4596213229481516,0.011156775718526567,0.035330758128930884,0.06481742858886719
12,24,2.361278515643184,1.930676583350338,0.01134095293894518,0.031719240290339394,0.0711524486541748
13,26,2.164246939565779,1.7485750863233716,0.01176333986208929,0.02980384546215143,0.07781553268432617
14,28,1.7958973131640008,1.386740622338902,0.011497659025622178,0.029418010056887694,0.08397436141967773
15,30,1.5751461902599067,1.1767440225477541,0.011168693148911847,0.028671523622303404,0.09025740623474121
16,32,1.3672981286169648,0.98267110444265,0.010939682723738697,0.027523019693692776,0.09727668762207031
17,34,1.2777841803953103,0.9124396292246482,0.010601743334318363,0.025932711782747864,0.10451459884643555
18,36,1.0537730498101296,0.6940567988819375,0.010639507787269792,0.025332117305549434,0.11216568946838379
19,38,0.9805953542049666,0.6287038582156779,0.01067104688462768,0.024518102714301188,0.11969733238220215
20,40,0.9075121583161739,0.5710910200853845,0.010517025527739313,0.023125088295339633,0.12729811668395996
21,42,0.799103274060509,0.4997019769777755,0.009579504871206665,0.020360624837066674,0.1347980499267578
22,44,0.7536364914925062,0.48663614117177284,0.00870404683757834,0.017995988194495,0.14372563362121582
23,46,0.6983951139993387,0.4378384514870229,0.008421286285087665,0.017634379966143914,0.1513071060180664
24,48,0.6627907335789578,0.41422443301818745,0.008010545460856795,0.016846084595220245,0.1596689224243164
25,50,0.6126115967136546,0.39979311189500716,0.007005519518884334,0.014276328962980409,0.16788983345031738
26,52,0.5782390600576123,0.42231994140967166,0.005224353960403375,0.010367557904390683,0.17650365829467773
27,54,0.5229899375864961,0.38551631131010355,0.004736659964946997,0.009010702662692256,0.18496155738830566
28,56,0.4926082553179365,0.3688200681077442,0.004322265718196023,0.008056553002823211,0.19467401504516602
29,58,0.4540263086707841,0.3454920749273217,0.0037867682757936204,0.007066655098552616,0.20367646217346191
30,60,0.4258606136598686,0.3476150694511618,0.002574124455915794,0.005250429964954892,0.21261024475097656
