iteration,n_func_evals,loss,pde_loss,ic_loss,bc_loss,wall_time
0,0,14.083962320724144,0.0034625105433964826,0.43912621410123787,0.9689237669168369,0.003352642059326172
1,2,10.029808476326814,0.0013166220565715013,0.31426160116525004,0.6885875842617742,0.02577066421508789
2,4,5.417610578183897,0.0652229928412869,0.201777293368712,0.3334614651655491,0.047850608825683594
3,6,4.160772860882369,0.3378211329618646,0.1716057941244786,0.21068937866757176,0.06994271278381348
4,8,3.427987076884994,1.7810774451611335,0.11449730569938649,0.05019365747299954,0.09137582778930664
5,10,3.3801338006924735,1.5428072506989248,0.1221312026765724,0.06160145232278248,0.11473298072814941
6,12,3.3322401055502193,1.3449748174790785,0.1269496706616144,0.07177685814549965,0.13713312149047852
7,14,3.230900644750036,1.1518544919899771,0.12750791790498833,0.08039669737101757,0.15885257720947266
8,16,2.9976846812218314,1.0918622480733842,0.11455403746264306,0.07602820585220167,0.18020272254943848
9,18,2.7682637148728224,1.33559281588503,0.10089631305334285,0.042370776845436386,0.20183777809143066
10,20,2.723055673896555,1.0525759233092598,0.10983791515130231,0.057210059907427196,0.22693800926208496
11,22,2.7195454566374955,1.1679570327384712,0.10384390783389778,0.05131493455600466,0.2486414909362793
12,24,2.7099809782682245,1.1870563148568654,0.10381584723343287,0.04847661910770307,0.27288246154785156
13,26,2.701463990652658,1.1793356515274807,0.1046414620406376,0.047571371871880166,0.2962474822998047
14,28,2.686209387725989,1.1788562484700782,0.10469731852359336,0.04603799540199773,0.31984567642211914
15,30,2.6249703674809215,1.1978664571892157,0.10230960951569074,0.04040078151347985,0.34403228759765625
16,34,2.093728015182549,1.0444554101530836,0.07140069351674214,0.03352656698620438,0.3881559371948242
17,36,2.070213161964217,0.8872205668675182,0.07797568400508237,0.040323575504587504,0.41310548782348633
18,39,2.0569913644061892,0.8295838646637306,0.07640974130684658,0.04633100866739931,0.44762420654296875
19,41,2.042945354540487,0.9329472167988313,0.07164855779903245,0.039351255975133136,0.47187185287475586
20,43,2.0264778731141266,0.9248193836120949,0.07204780357570384,0.03811804537449935,0.49544239044189453
21,45,2.0111799912598,0.9088656339898321,0.07172372267178223,0.038507713055214554,0.5203049182891846
22,47,1.9840782915757722,0.9007248796719349,0.0710203442705992,0.03731499691978452,0.5450356006622314
23,49,1.909941215878067,0.8444710632159947,0.06993129079276998,0.03661572447343725,0.5709996223449707
24,51,1.8300408516829945,0.5767377682509093,0.0737638511894129,0.05156645715379563,0.597398042678833
25,54,1.7595465567827053,0.6200269421812142,0.07268860573173563,0.04126335572841348,0.6352493762969971
26,56,1.662905455807484,0.5041102133056959,0.07349186522654406,0.042387659023634755,0.6612255573272705
27,58,1.6561767429340297,0.5340197513219007,0.07299266113421227,0.039223038027000647,0.6861491203308105
28,60,1.6542910034824543,0.5283314882495617,0.07309814758641296,0.0394978039368763,0.7102351188659668
29,62,1.6518720241933418,0.525137276416411,0.07277480050501502,0.03989867427267807,0.7343480587005615
30,64,1.6500616994712978,0.5165318101392293,0.07248484834731628,0.040868140585890556,0.7594845294952393
31,66,1.6484794037237167,0.5337198033546559,0.07166812143417814,0.03980783860272795,0.7859234809875488
32,68,1.6450395221389882,0.5351902505429624,0.07127265306258118,0.0397122740970214,0.81178879737854
33,70,1.6336005181822344,0.5507996363506614,0.07038250233012443,0.03789758585303286,0.8377625942230225
34,72,1.612247275405246,0.5798068527436663,0.07021354879260663,0.03303049347355133,0.8642935752868652
35,74,1.5754024760306815,0.5608204725804341,0.07167949124750564,0.029778709097519118,0.8919334411621094
36,76,1.506382331067271,0.4709407971323959,0.07878783939970409,0.024756313993783433,0.9193828105926514
37,79,1.4879518324605208,0.521122352856969,0.07741486701132522,0.019268080949029973,0.9555048942565918
38,82,1.4732054948349131,0.4759044773226202,0.07724083135316033,0.022489270398068965,0.995868444442749
39,84,1.4632115150017913,0.4881970657911447,0.07798082657810924,0.01952061834295543,1.0233628749847412
40,86,1.4583293139703832,0.47817698115193563,0.0801084565104158,0.017906776771428958,1.050797462463379
41,88,1.4578325150587217,0.47125481489174526,0.08074677884143514,0.0179109911752625,1.0778295993804932
42,91,1.4577298149199347,0.4693986240075754,0.08073475496818833,0.018098364123047585,1.115551233291626
43,93,1.4576858878716146,0.4709825998107509,0.08087262109057511,0.01779770771551125,1.1443164348602295
44,96,1.4557973797629338,0.47249355096857837,0.08018368299860404,0.018146699880831504,1.1838207244873047
45,98,1.450982399873801,0.46730717579197445,0.0794170852463004,0.01895043716188226,1.2120733261108398
46,101,1.4402094310149767,0.4844713541947227,0.07676278936720474,0.018811018314820665,1.2501137256622314
47,103,1.4300746432252742,0.473124916699891,0.07582570656194544,0.019869266090592894,1.277660846710205
48,105,1.419095520207552,0.4660751966335008,0.07481847545058642,0.020483556906818697,1.3078787326812744
49,107,1.4182024482999127,0.4798618118290674,0.07377128751493252,0.020062776132152026,1.3371119499206543
50,109,1.4169091651827528,0.46922469193350713,0.07489908090831804,0.01986936641660653,1.3666787147521973
51,111,1.4161139361796586,0.46466144186703356,0.07603693840386595,0.01910831102739656,1.3953235149383545
52,113,1.4155566863384954,0.4766722847093274,0.07534525709894481,0.018543183063972,1.4235687255859375
53,115,1.4154045021326014,0.4737220412496666,0.07552632193294687,0.018641924155346604,1.452850580215454
54,117,1.4153562231953856,0.47395903959358693,0.07562500686904984,0.01851471149113003,1.481478214263916
55,119,1.4152347718335025,0.47491628936281194,0.07577126661874034,0.01826058162832872,1.5123348236083984
56,121,1.4148608724116776,0.4765586156617968,0.07597190766477749,0.01785831801021058,1.5428271293640137
57,123,1.4135958409914857,0.48080447445653063,0.07632264743486337,0.016956489218632118,1.573575735092163
58,125,1.4108139558432415,0.4880698185019396,0.07657980126760891,0.015694612466521304,1.6029303073883057
59,127,1.4035670757579908,0.5050763713316958,0.07631680182977421,0.013532268612855294,1.632375717163086
60,129,1.3910729182605555,0.5192139675063195,0.0753580592735614,0.011827835801862183,1.662980556488037
61,131,1.3703187535821955,0.4544962091488213,0.07816706931605405,0.013415185127283374,1.691807746887207
