iteration,coeff_change,pde_residual,continuity_residual,solve_time,cond_number
0,1.0,2.7205631065756077,1.8990457428346917e-08,0.26581311225891113,28287.446748870127
1,0.7344147277856304,0.15011368841954087,2.5779054200658328e-06,0.2649860382080078,44268.80990015079
2,0.0822368962087783,4.65179851495681e-05,1.965414293106319e-08,0.26237940788269043,43821.68156038494
3,0.0028175059255883665,1.6653673021702904e-12,6.512661673536299e-15,0.2661900520324707,43812.77101662178
4,3.16468856770848e-07,9.05765003154688e-16,1.2099765990732284e-16,0.2617323398590088,43811.33290106486
5,5.3992852466779906e-14,9.057650019733178e-16,1.2099764252950783e-16,0.2634904384613037,43811.33287851738
